11319232	T38	GENE-N	0	9	GENENOTIN
11319232	T27	GENE-N	145	154	GENENOTIN
11319232	T30	GENE-N	156	165	GENENOTIN
11319232	T1	CHEMICAL	207	220	CHEMICALNOTIN
11319232	T22	GENE-N	341	350	GENENOTIN
11319232	T23	GENE-Y	483	492	GENENOTIN
11319232	T24	GENE-Y	494	503	GENENOTIN
11319232	T25	GENE-Y	509	518	GENENOTIN
11319232	T26	GENE-Y	520	529	GENENOTIN
11319232	T28	GENE-Y	649	658	GENENOTIN
11319232	T29	GENE-Y	704	713	GENENOTIN
11319232	T7	CHEMICAL	794	804	CHEMICALIN
11319232	T31	GENE-Y	822	828	GENEIN
11319232	T32	GENE-N	840	846	GENEIN
11319232	T8	CHEMICAL	901	911	CHEMICALIN
11319232	T33	GENE-Y	922	928	GENEIN
11319232	T34	GENE-N	950	956	GENEIN
11319232	T9	CHEMICAL	1018	1028	CHEMICALIN
11319232	T35	GENE-Y	1062	1068	GENEIN
11319232	T36	GENE-Y	1073	1079	GENEIN
11319232	T37	GENE-N	1091	1097	GENEIN
11319232	T2	CHEMICAL	1206	1216	CHEMICALIN
11319232	T11	GENE-N	1227	1233	GENEIN
11319232	T12	GENE-Y	1262	1271	GENENOTIN
11319232	T13	GENE-Y	1273	1282	GENENOTIN
11319232	T14	GENE-Y	1288	1297	GENENOTIN
11319232	T15	GENE-Y	1402	1411	GENENOTIN
11319232	T16	GENE-Y	1440	1449	GENENOTIN
11319232	T3	CHEMICAL	1484	1494	CHEMICALIN
11319232	T17	GENE-Y	1542	1548	GENEIN
11319232	T18	GENE-Y	1553	1559	GENEIN
11319232	T19	GENE-Y	1656	1662	GENEIN
11319232	T20	GENE-Y	1667	1673	GENEIN
11319232	T4	CHEMICAL	1691	1701	CHEMICALIN
11319232	T5	CHEMICAL	1751	1764	CHEMICALNOTIN
11319232	T21	GENE-N	1844	1853	GENENOTIN
12213829	T53	GENE-Y	0	9	GENENOTIN
12213829	T54	GENE-N	34	43	GENENOTIN
12213829	T25	CHEMICAL	50	60	CHEMICALIN
12213829	T55	GENE-Y	70	76	GENEIN
12213829	T16	CHEMICAL	174	184	CHEMICALIN
12213829	T18	CHEMICAL	190	200	CHEMICALIN
12213829	T50	GENE-Y	223	229	GENEIN
12213829	T27	GENE-Y	274	283	GENENOTIN
12213829	T29	GENE-Y	284	293	GENENOTIN
12213829	T31	GENE-N	294	303	GENENOTIN
12213829	T15	CHEMICAL	436	446	CHEMICALIN
12213829	T45	GENE-Y	461	467	GENEIN
12213829	T46	GENE-Y	468	474	GENEIN
12213829	T47	GENE-Y	507	516	GENENOTIN
12213829	T17	CHEMICAL	616	629	CHEMICALNOTIN
12213829	T48	GENE-Y	882	891	GENENOTIN
12213829	T49	GENE-Y	892	901	GENENOTIN
12213829	T19	CHEMICAL	963	976	CHEMICALNOTIN
12213829	T20	CHEMICAL	1022	1032	CHEMICALIN
12213829	T51	GENE-N	1046	1052	GENEIN
12213829	T23	CHEMICAL	1106	1116	CHEMICALIN
12213829	T52	GENE-Y	1148	1154	GENEIN
12213829	T26	GENE-N	1182	1188	GENEIN
12213829	T2	CHEMICAL	1239	1249	CHEMICALIN
12213829	T3	CHEMICAL	1268	1281	CHEMICALNOTIN
12213829	T4	CHEMICAL	1360	1373	CHEMICALNOTIN
12213829	T5	CHEMICAL	1491	1504	CHEMICALNOTIN
12213829	T28	GENE-Y	1540	1546	GENEIN
12213829	T6	CHEMICAL	1547	1557	CHEMICALIN
12213829	T30	GENE-Y	1594	1603	GENENOTIN
12213829	T9	CHEMICAL	1691	1704	CHEMICALNOTIN
12213829	T32	GENE-Y	1718	1724	GENEIN
12213829	T33	GENE-Y	1725	1731	GENEIN
12213829	T34	GENE-Y	1769	1775	GENEIN
12213829	T10	CHEMICAL	1781	1791	CHEMICALIN
12213829	T35	GENE-Y	1811	1817	GENEIN
12213829	T11	CHEMICAL	1818	1828	CHEMICALIN
12213829	T36	GENE-Y	1848	1857	GENENOTIN
12213829	T37	GENE-Y	1918	1924	GENEIN
12213829	T12	CHEMICAL	1925	1935	CHEMICALIN
12213829	T38	GENE-N	1965	1974	GENENOTIN
12213829	T39	GENE-N	2029	2038	GENENOTIN
12213829	T40	GENE-N	2040	2049	GENENOTIN
12213829	T41	GENE-N	2059	2068	GENENOTIN
12213829	T42	GENE-N	2105	2114	GENENOTIN
12213829	T43	GENE-Y	2128	2137	GENENOTIN
12213829	T44	GENE-Y	2147	2156	GENENOTIN
19228178	T9	CHEMICAL	16	26	CHEMICALIN
19228178	T16	GENE-Y	40	46	GENEIN
19228178	T17	GENE-Y	47	53	GENEIN
19228178	T10	GENE-N	356	365	GENENOTIN
19228178	T2	CHEMICAL	514	524	CHEMICALIN
19228178	T3	CHEMICAL	526	539	CHEMICALNOTIN
19228178	T4	CHEMICAL	632	645	CHEMICALNOTIN
19228178	T11	GENE-Y	646	652	GENEIN
19228178	T12	GENE-Y	653	659	GENEIN
19228178	T13	GENE-N	720	729	GENENOTIN
19228178	T5	CHEMICAL	741	751	CHEMICALIN
19228178	T6	CHEMICAL	789	802	CHEMICALNOTIN
19228178	T14	GENE-Y	803	809	GENEIN
19228178	T15	GENE-Y	814	820	GENEIN
19228178	T7	CHEMICAL	928	941	CHEMICALNOTIN
19228178	T8	CHEMICAL	1060	1073	CHEMICALNOTIN
15843826	T12	CHEMICAL	41	54	CHEMICALNOTIN
15843826	T13	CHEMICAL	55	68	CHEMICALNOTIN
15843826	T14	CHEMICAL	70	83	CHEMICALNOTIN
15843826	T17	GENE-Y	448	457	GENENOTIN
15843826	T3	CHEMICAL	588	601	CHEMICALNOTIN
15843826	T4	CHEMICAL	602	615	CHEMICALNOTIN
15843826	T5	CHEMICAL	617	630	CHEMICALNOTIN
15843826	T6	CHEMICAL	666	679	CHEMICALNOTIN
15843826	T18	GENE-N	700	709	GENENOTIN
15843826	T8	CHEMICAL	742	755	CHEMICALNOTIN
15843826	T9	CHEMICAL	796	806	CHEMICALIN
